avg_packet_size,byte_rate,duration,tcp_pct,unique_dst_ports,syn_ratio,ground_truth
82.67,37441.25,0.36,0.15,17,0.32,Suspicious
950.17,726472.14,186.65,0.92,1,0.01,Priority
1126.42,500650.52,10.83,0.97,2,0.02,Priority
183.59,75025.68,0.05,0.32,58,0.43,Suspicious
101.99,580.57,0.39,0.47,138,0.77,Suspicious
42.71,17509.03,1.65,0.9,1,0.91,Suspicious
76.09,43547.68,2.34,0.85,2,0.83,Suspicious
1394.35,836834.86,269.5,0.91,1,0.02,Priority
55.17,40884.99,2.05,0.88,2,0.94,Suspicious
593.74,16443.42,5.17,0.72,3,0.1,Normal
68.03,1913.74,0.35,0.68,194,0.74,Suspicious
1173.65,27881.37,6.16,0.73,3,0.14,Normal
524.67,5629.65,4.54,0.63,2,0.03,Normal
1359.28,475384.79,474.37,0.62,1,0.02,Priority
138.03,14058.21,0.35,0.41,16,0.5,Suspicious
110.7,910.72,0.28,0.3,137,0.65,Suspicious
72.28,34546.48,0.02,0.31,40,0.58,Suspicious
963.47,8080.16,5.37,0.72,1,0.14,Normal
724.92,41550.44,9.62,0.86,1,0.1,Normal
116.67,324.42,0.89,0.48,122,0.74,Suspicious
261.59,44032.73,2082.4,0.29,1,0.04,Priority
1474.06,401628.04,84.2,0.94,2,0.01,Priority
560.32,17647.18,2.41,0.86,4,0.09,Normal
1124.88,493920.19,274.04,0.67,2,0.05,Priority
1333.6,609965.35,187.22,0.97,1,0.03,Priority
1322.87,31844.36,7.18,0.64,1,0.11,Normal
51.62,27071.11,1.34,0.92,1,0.93,Suspicious
54.95,36556.07,1.39,0.86,2,0.84,Suspicious
234.44,79596.99,409.8,0.26,2,0.05,Priority
857.91,262445.56,42.62,0.95,1,0.02,Priority
600.37,19157.49,2.93,0.71,4,0.14,Normal
1144.03,42949.06,2.42,0.86,4,0.15,Normal
533.54,19324.04,6.2,0.84,3,0.06,Normal
922.13,24690.96,3.07,0.88,2,0.11,Normal
1370.06,55669.39,7.99,0.83,3,0.06,Normal
244.75,34770.28,3511.29,0.21,2,0.02,Priority
54.82,37042.77,4.67,0.94,1,0.76,Suspicious
609.78,5372.42,4.7,0.82,3,0.12,Normal
106.95,26163.13,0.4,0.48,38,0.4,Suspicious
1009.38,387759.2,109.73,0.83,2,0.04,Priority
485.1,23750.26,0.8,0.67,2,0.08,Normal
1389.94,421557.09,538.65,0.86,3,0.01,Priority
1331.75,24423.89,0.96,0.82,5,0.06,Normal
1309.11,304420.8,565.76,0.67,2,0.04,Priority
43.16,1346.62,0.64,0.45,188,0.84,Suspicious
631.36,24850.26,9.93,0.9,2,0.13,Normal
68.0,57579.11,0.25,0.14,31,0.57,Suspicious
169.37,36606.51,0.42,0.2,56,0.42,Suspicious
688.84,35550.65,5.95,0.85,2,0.03,Normal
70.46,43967.55,1.78,0.98,2,0.9,Suspicious
99.04,78996.19,0.19,0.24,56,0.39,Suspicious
79.05,32324.57,1.15,0.91,2,0.81,Suspicious
68.5,23858.06,4.77,1.0,1,0.92,Suspicious
883.25,47622.73,4.83,0.87,3,0.06,Normal
71.53,21769.32,2.11,1.0,1,0.86,Suspicious
1330.17,50810.67,6.79,0.65,5,0.11,Normal
78.21,11254.81,1.79,0.87,1,0.97,Suspicious
55.33,19412.83,4.96,0.94,2,0.78,Suspicious
516.05,2363.3,0.61,0.93,4,0.11,Normal
74.9,45974.53,0.33,0.28,63,0.41,Suspicious
489.92,12401.72,0.6,0.82,5,0.03,Normal
1084.12,103607.49,235.0,0.75,2,0.04,Priority
123.22,55182.02,0.1,0.21,12,0.46,Suspicious
145.43,30293.63,1142.71,0.24,1,0.02,Priority
97.14,1309.1,0.59,0.35,86,0.58,Suspicious
1126.62,802842.61,232.54,0.99,1,0.01,Priority
1002.91,35165.28,2.4,0.62,1,0.11,Normal
1081.01,799247.46,193.22,0.98,1,0.03,Priority
67.34,43330.91,0.23,0.4,81,0.58,Suspicious
232.38,41667.52,546.6,0.2,1,0.03,Priority
1244.49,125533.2,78.03,0.93,1,0.02,Priority
78.32,49336.12,1.23,0.93,2,0.81,Suspicious
1107.03,14722.24,8.82,0.79,3,0.03,Normal
167.12,87097.0,644.74,0.2,2,0.05,Priority
760.49,24620.33,8.9,0.78,5,0.1,Normal
111.8,250.95,0.36,0.54,95,0.55,Suspicious
107.4,51024.67,0.39,0.15,12,0.46,Suspicious
724.82,2496.92,7.53,0.68,3,0.14,Normal
235.15,89086.34,198.8,0.37,1,0.02,Priority
56.8,46335.81,2.12,0.99,2,0.79,Suspicious
614.87,53456.68,9.93,0.63,4,0.07,Normal
99.67,636.67,0.6,0.36,110,0.88,Suspicious
768.91,43195.15,3.76,0.75,3,0.14,Normal
79.1,1434.74,0.1,0.62,149,0.7,Suspicious
103.77,1576.9,0.35,0.56,24,0.9,Suspicious
455.74,36978.95,2.48,0.74,5,0.09,Normal
683.3,47419.4,4.03,0.78,3,0.09,Normal
162.69,37086.21,0.24,0.17,94,0.31,Suspicious
107.23,119.23,0.87,0.31,110,0.69,Suspicious
52.6,9282.69,1.15,0.98,1,0.76,Suspicious
1457.66,482533.79,77.85,0.71,3,0.02,Priority
1447.93,462530.45,502.15,0.81,3,0.02,Priority
1160.93,686714.46,130.66,0.99,1,0.01,Priority
115.98,601.62,0.76,0.56,92,0.67,Suspicious
1094.16,103733.93,570.61,0.6,1,0.04,Priority
1401.41,87530.4,529.16,0.74,1,0.04,Priority
1248.1,277054.95,292.61,0.56,3,0.05,Priority
1437.56,371510.94,244.63,0.88,3,0.03,Priority
1331.83,417789.05,255.16,0.51,2,0.05,Priority
167.88,46370.63,1723.01,0.18,2,0.02,Priority
692.91,18450.2,1.26,0.74,2,0.02,Normal
1042.9,238786.65,545.03,0.68,1,0.05,Priority
1191.73,11074.52,0.46,0.66,2,0.12,Normal
1158.81,334127.68,376.69,0.58,2,0.05,Priority
49.92,1304.91,0.81,0.69,199,0.86,Suspicious
957.44,58721.52,7.75,0.64,2,0.04,Normal
1306.82,735355.22,45.14,0.9,2,0.03,Priority
828.85,45748.89,3.78,0.69,1,0.09,Normal
516.83,24864.34,0.52,0.84,3,0.03,Normal
1263.64,99147.24,315.05,0.65,3,0.05,Priority
176.21,65648.17,2867.6,0.4,2,0.02,Priority
74.61,11201.3,2.94,0.95,2,0.85,Suspicious
579.68,15015.06,9.72,0.66,5,0.03,Normal
61.76,417.18,0.19,0.31,111,0.65,Suspicious
110.75,187.8,0.19,0.46,112,0.53,Suspicious
976.94,10135.64,3.63,0.84,5,0.11,Normal
227.32,91884.06,1014.82,0.34,1,0.04,Priority
40.02,17472.84,3.56,0.93,2,0.95,Suspicious
1121.46,224254.79,338.15,0.52,3,0.03,Priority
93.23,28206.47,0.03,0.26,99,0.35,Suspicious
1420.56,461023.46,193.3,0.81,1,0.02,Priority
1448.0,174787.21,150.8,0.96,2,0.04,Priority
1247.32,357754.91,209.36,0.84,1,0.02,Priority
551.37,9961.28,3.35,0.62,5,0.11,Normal
560.39,21034.82,3.42,0.61,2,0.14,Normal
74.78,22743.78,0.19,0.43,17,0.48,Suspicious
900.91,527971.11,94.49,1.0,1,0.03,Priority
1113.69,155035.72,574.36,0.69,1,0.04,Priority
90.27,60876.83,0.12,0.18,43,0.38,Suspicious
111.47,74936.07,0.16,0.26,25,0.52,Suspicious
1359.23,342944.03,94.4,0.87,2,0.05,Priority
242.88,61158.84,2504.88,0.37,1,0.05,Priority
647.74,25111.88,5.21,0.86,5,0.11,Normal
1290.7,603984.17,104.43,0.92,2,0.04,Priority
1278.51,999445.89,239.53,0.96,1,0.03,Priority
836.76,800598.8,42.76,0.9,1,0.04,Priority
196.65,21492.86,2630.41,0.38,1,0.01,Priority
62.33,9369.94,3.07,0.97,1,0.92,Suspicious
1358.35,519024.24,224.92,0.92,2,0.03,Priority
125.16,64408.99,1290.4,0.2,2,0.02,Priority
1443.76,228456.71,170.33,0.75,1,0.03,Priority
224.93,67512.04,2925.54,0.13,2,0.04,Priority
1297.06,113300.73,209.99,0.93,1,0.02,Priority
97.1,1358.8,0.02,0.36,71,0.78,Suspicious
592.52,49318.84,3.69,0.67,1,0.12,Normal
253.37,21496.84,2986.36,0.2,1,0.01,Priority
1384.17,335375.49,500.96,0.7,2,0.01,Priority
119.8,1975.06,0.36,0.5,70,0.75,Suspicious
110.07,325.84,0.76,0.56,149,0.89,Suspicious
448.53,12108.54,0.76,0.67,4,0.04,Normal
561.81,45288.37,2.52,0.6,4,0.1,Normal
539.53,46829.33,6.3,0.74,1,0.08,Normal
74.19,38472.9,4.62,0.96,1,0.89,Suspicious
1264.43,35629.25,5.85,0.95,3,0.08,Normal
574.39,19366.69,5.87,0.86,5,0.1,Normal
75.14,378.42,0.9,0.62,163,0.56,Suspicious
1149.39,34742.82,9.86,0.75,1,0.08,Normal
291.17,62757.71,429.09,0.36,2,0.02,Priority
121.75,85379.16,3513.59,0.31,1,0.03,Priority
1351.75,443681.42,510.88,0.64,2,0.05,Priority
1005.54,22047.19,5.38,0.87,4,0.08,Normal
276.86,56143.48,990.97,0.29,1,0.05,Priority
198.04,52840.3,0.22,0.14,39,0.58,Suspicious
85.0,1241.14,0.58,0.33,126,0.79,Suspicious
1442.9,321421.53,91.57,0.69,1,0.02,Priority
949.62,605036.56,174.57,0.98,1,0.03,Priority
996.32,33425.44,9.01,0.74,3,0.07,Normal
930.86,4049.46,1.67,0.88,1,0.07,Normal
876.7,24267.55,5.54,0.86,4,0.14,Normal
103.65,57472.76,0.16,0.33,88,0.3,Suspicious
1028.92,270641.88,37.98,0.59,1,0.01,Priority
1219.96,143634.73,138.6,0.96,2,0.02,Priority
902.13,2180.69,2.6,0.78,2,0.02,Normal
1019.66,883508.43,26.55,0.9,2,0.03,Priority
797.49,13811.28,3.8,0.72,5,0.14,Normal
1056.99,648193.66,148.77,0.96,1,0.03,Priority
117.3,256.46,0.9,0.64,175,0.5,Suspicious
46.53,45846.79,0.06,0.16,97,0.45,Suspicious
961.8,1802.66,4.18,0.63,3,0.14,Normal
1275.83,168148.96,121.45,0.54,1,0.02,Priority
1062.34,858467.88,299.63,0.99,2,0.04,Priority
55.85,36079.39,0.67,0.98,1,0.88,Suspicious
284.83,90851.47,2299.16,0.33,2,0.01,Priority
971.87,35678.39,1.93,0.73,2,0.04,Normal
434.98,46384.64,7.26,0.94,3,0.11,Normal
1225.32,49133.41,9.35,0.89,5,0.1,Normal
950.53,294790.06,22.81,0.98,1,0.03,Priority
216.15,71897.64,228.14,0.28,1,0.04,Priority
140.34,13180.0,0.4,0.32,68,0.34,Suspicious
46.65,48648.4,1.65,0.91,1,0.97,Suspicious
1461.51,840031.06,205.84,0.99,1,0.02,Priority
63.51,33009.27,1.65,0.89,1,0.84,Suspicious
884.87,53539.65,3.04,0.93,2,0.09,Normal
793.49,4319.93,4.38,0.87,1,0.09,Normal
1120.42,31180.64,9.44,0.61,5,0.1,Normal
1216.22,455082.26,367.44,0.7,3,0.05,Priority
924.88,36378.77,5.71,0.83,4,0.14,Normal
1114.72,31762.29,6.86,0.69,3,0.09,Normal
925.15,12778.1,7.53,0.86,1,0.08,Normal
75.28,1910.58,0.46,0.51,56,0.65,Suspicious
63.29,1863.11,0.1,0.48,79,0.57,Suspicious
764.96,17148.89,5.11,0.72,3,0.05,Normal
54.78,685.71,0.49,0.54,32,0.81,Suspicious
1233.04,406080.79,118.8,0.85,2,0.04,Priority
55.17,40143.45,1.11,0.9,1,0.9,Suspicious
158.7,14330.07,0.03,0.38,95,0.58,Suspicious
144.63,59397.43,1507.86,0.39,1,0.04,Priority
1175.53,27744.04,5.29,0.75,2,0.08,Normal
1264.69,36900.7,5.12,0.66,5,0.02,Normal
146.13,59999.54,59.75,0.29,1,0.02,Priority
1388.74,230405.17,412.28,0.72,1,0.05,Priority
676.44,19428.6,6.46,0.67,2,0.04,Normal
72.72,33949.24,2.78,0.88,2,0.72,Suspicious
910.46,626288.17,237.77,0.99,2,0.03,Priority
245.43,20865.77,491.17,0.21,1,0.03,Priority
1087.04,469201.15,264.43,0.6,3,0.03,Priority
76.16,25078.08,3.6,0.87,1,0.77,Suspicious
1326.38,203998.72,273.89,0.92,2,0.04,Priority
1098.71,991030.47,92.01,0.9,2,0.03,Priority
72.74,660.47,0.06,0.51,37,0.6,Suspicious
1269.54,176225.94,478.23,0.82,2,0.02,Priority
1022.97,38262.05,7.36,0.65,4,0.14,Normal
1318.02,460359.52,423.66,0.81,2,0.03,Priority
1345.57,337703.22,34.8,0.52,1,0.05,Priority
684.56,34953.04,1.32,0.84,2,0.05,Normal
1242.7,270017.67,311.65,0.57,3,0.04,Priority
1439.85,850994.26,127.22,0.96,1,0.04,Priority
123.45,69813.37,814.22,0.11,1,0.04,Priority
71.92,35901.47,4.94,0.87,2,0.99,Suspicious
1441.92,781094.76,187.72,0.91,2,0.03,Priority
1094.28,56536.11,6.29,0.65,2,0.14,Normal
1027.29,10009.11,1.81,0.8,3,0.13,Normal
453.33,57958.61,8.53,0.92,5,0.04,Normal
604.45,21084.28,5.15,0.82,1,0.08,Normal
1267.1,853060.9,108.44,0.93,1,0.03,Priority
440.12,59140.81,3.47,0.71,5,0.1,Normal
1319.62,42467.96,7.71,0.73,4,0.06,Normal
890.65,114731.32,12.8,0.96,1,0.03,Priority
1272.57,429266.32,178.03,0.55,1,0.03,Priority
272.53,20963.76,49.38,0.12,2,0.02,Priority
53.96,8803.79,4.34,0.96,2,0.95,Suspicious
40.16,70844.01,0.34,0.14,11,0.47,Suspicious
567.1,1678.38,6.25,0.74,2,0.09,Normal
1085.75,126799.26,531.58,0.68,2,0.03,Priority
1391.95,498965.11,464.83,0.81,2,0.03,Priority
1071.85,303222.22,595.85,0.53,3,0.01,Priority
1188.19,262425.53,289.36,0.88,1,0.03,Priority
1075.53,789580.57,269.06,0.93,1,0.03,Priority
847.62,46736.26,5.32,0.71,1,0.11,Normal
212.89,56570.61,3261.86,0.24,2,0.05,Priority
124.75,69255.72,0.48,0.11,33,0.31,Suspicious
222.79,26375.45,381.43,0.28,2,0.04,Priority
843.71,2300.31,0.5,0.89,1,0.11,Normal
1038.78,108028.28,450.79,0.84,2,0.02,Priority
197.55,30217.08,0.4,0.19,69,0.32,Suspicious
1485.02,311766.96,579.48,0.81,3,0.01,Priority
420.49,1991.63,5.25,0.84,1,0.03,Normal
612.33,8198.44,7.04,0.64,2,0.04,Normal
802.55,188570.87,230.58,0.96,2,0.03,Priority
112.26,308.83,0.84,0.34,102,0.63,Suspicious
101.99,497.55,0.24,0.32,51,0.73,Suspicious
1346.19,47096.47,1.22,0.93,2,0.03,Normal
153.04,87983.51,391.07,0.31,1,0.03,Priority
87.89,1319.23,0.82,0.42,187,0.53,Suspicious
297.95,24853.45,277.23,0.27,1,0.04,Priority
609.42,32687.92,7.4,0.82,5,0.12,Normal
1212.73,32963.86,1.4,0.87,2,0.12,Normal
149.31,90661.48,1040.63,0.4,1,0.02,Priority
1253.56,35734.66,8.75,0.88,2,0.1,Normal
149.16,27196.26,0.48,0.24,94,0.54,Suspicious
1021.75,412171.08,361.5,0.69,3,0.05,Priority
69.34,18942.45,1.4,0.97,2,0.8,Suspicious
900.3,41055.15,3.98,0.69,1,0.08,Normal
1055.77,334340.43,26.72,0.95,1,0.02,Priority
1478.68,440879.47,276.7,0.97,1,0.03,Priority
1312.08,478617.26,69.48,0.79,2,0.01,Priority
56.39,1165.92,0.99,0.64,45,0.81,Suspicious
738.37,56195.86,9.13,0.67,5,0.11,Normal
247.66,62447.27,1549.53,0.34,2,0.03,Priority
877.59,294909.1,166.8,0.96,2,0.03,Priority
869.06,5191.21,8.2,0.72,1,0.09,Normal
946.14,39437.09,5.22,0.95,1,0.09,Normal
1160.58,10115.04,4.92,0.75,1,0.11,Normal
1368.11,46993.62,0.32,0.81,3,0.13,Normal
852.75,46901.18,4.31,0.65,2,0.05,Normal
1243.65,58890.36,7.95,0.9,4,0.11,Normal
490.78,3896.24,8.59,0.67,5,0.09,Normal
157.51,79981.25,0.21,0.49,40,0.5,Suspicious
108.4,93856.7,3110.1,0.16,1,0.02,Priority
1466.45,490461.52,250.79,0.89,1,0.02,Priority
1061.34,39474.54,8.62,0.65,5,0.04,Normal
1440.84,748244.71,42.17,0.94,2,0.01,Priority
83.54,174.21,0.47,0.63,47,0.59,Suspicious
1164.33,396478.12,169.42,0.9,2,0.01,Priority
956.55,703111.82,122.57,0.98,1,0.03,Priority
267.23,81238.3,1791.04,0.23,1,0.01,Priority
725.58,59032.24,6.71,0.62,2,0.1,Normal
445.11,23748.21,3.5,0.89,1,0.03,Normal
737.21,24733.36,0.61,0.77,5,0.11,Normal
59.53,53553.9,0.44,0.14,56,0.47,Suspicious
208.35,88141.11,250.3,0.22,1,0.04,Priority
42.28,65612.95,0.43,0.35,70,0.36,Suspicious
254.19,53636.39,2932.16,0.35,2,0.03,Priority
123.34,35937.05,0.48,0.16,32,0.35,Suspicious
447.55,38831.68,0.74,0.86,5,0.08,Normal
1020.77,287797.46,320.73,0.6,1,0.03,Priority
1230.77,18252.49,8.76,0.87,4,0.15,Normal
161.92,26038.17,718.63,0.15,2,0.03,Priority
194.22,34583.62,0.43,0.34,13,0.67,Suspicious
176.04,42167.67,0.17,0.38,86,0.61,Suspicious
41.06,468.54,0.43,0.58,145,0.71,Suspicious
1238.66,7111.02,8.39,0.65,5,0.15,Normal
52.84,18192.15,3.82,0.86,1,0.8,Suspicious
282.41,62284.12,1313.55,0.39,1,0.05,Priority
179.81,17023.13,0.3,0.36,58,0.33,Suspicious
55.07,20324.15,1.28,0.9,2,0.71,Suspicious
134.57,93978.59,2885.6,0.22,2,0.04,Priority
1285.3,29427.46,7.0,0.62,2,0.06,Normal
252.32,58580.42,3054.99,0.38,2,0.01,Priority
56.95,586.39,0.16,0.59,80,0.61,Suspicious
811.83,109151.73,92.63,0.99,1,0.02,Priority
690.72,59040.18,9.61,0.71,1,0.13,Normal
1315.58,482322.32,275.58,0.67,3,0.04,Priority
73.3,28127.54,0.1,0.18,84,0.55,Suspicious
1137.09,1219.25,2.68,0.79,1,0.09,Normal
1134.34,568779.22,161.09,0.99,1,0.02,Priority
1202.05,919430.7,96.28,0.96,1,0.02,Priority
141.41,72959.3,2819.23,0.36,1,0.02,Priority
1105.74,932013.58,245.27,0.92,2,0.03,Priority
1169.61,261544.13,570.12,0.67,3,0.01,Priority
1136.15,805926.06,269.99,0.96,1,0.03,Priority
1263.0,414488.28,182.93,0.88,1,0.01,Priority
914.23,32812.27,2.63,0.87,3,0.08,Normal
68.45,404.19,0.86,0.45,167,0.86,Suspicious
40.09,32606.04,2.1,0.87,2,0.97,Suspicious
711.44,14416.34,6.12,0.73,5,0.06,Normal
255.2,29012.19,1524.16,0.35,2,0.03,Priority
1304.44,370386.61,341.49,0.65,1,0.01,Priority
194.73,60324.16,0.35,0.19,27,0.67,Suspicious
79.72,38140.65,3.51,0.97,2,0.92,Suspicious
196.26,25683.67,0.29,0.26,68,0.57,Suspicious
1341.73,40445.79,6.82,0.73,3,0.1,Normal
231.21,67577.12,1053.01,0.17,2,0.05,Priority
1340.96,710424.89,160.25,0.99,2,0.02,Priority
1294.05,161431.87,7.35,0.9,2,0.03,Priority
190.69,73114.36,669.82,0.15,1,0.03,Priority
95.66,78527.6,0.18,0.28,67,0.56,Suspicious
40.48,47991.53,2.74,0.98,2,0.92,Suspicious
1007.03,17283.95,3.03,0.66,1,0.15,Normal
65.48,18888.26,1.51,0.99,1,0.92,Suspicious
597.24,13598.71,6.79,0.74,2,0.03,Normal
746.19,32027.69,2.4,0.62,2,0.06,Normal
193.74,22992.39,0.06,0.34,82,0.34,Suspicious
95.88,1734.96,0.84,0.59,141,0.84,Suspicious
1120.05,37456.31,6.97,0.68,2,0.08,Normal
1256.78,276076.18,69.97,0.58,3,0.03,Priority
161.12,52407.23,2739.92,0.39,2,0.03,Priority
1487.96,865406.71,261.54,0.96,1,0.04,Priority
1152.99,48858.59,0.42,0.76,4,0.08,Normal
1342.75,399107.04,488.34,0.86,2,0.05,Priority
1229.58,33543.67,9.85,0.85,4,0.05,Normal
258.25,25095.24,1292.25,0.39,1,0.04,Priority
110.31,53429.6,3516.92,0.14,1,0.02,Priority
826.35,385113.25,144.43,0.91,2,0.02,Priority
53.47,33701.26,4.23,0.98,1,0.74,Suspicious
647.88,15363.29,9.91,0.86,5,0.04,Normal
1242.71,19487.53,7.91,0.91,5,0.07,Normal
113.22,44962.78,2045.03,0.38,1,0.04,Priority
1172.52,10961.18,8.24,0.87,5,0.15,Normal
189.89,10615.48,0.36,0.28,17,0.61,Suspicious
202.46,29170.9,996.4,0.35,1,0.02,Priority
1110.99,26903.45,1.22,0.85,4,0.1,Normal
1315.81,30669.66,7.97,0.65,5,0.15,Normal
160.76,29376.92,600.52,0.39,1,0.03,Priority
44.37,23221.3,4.12,0.92,2,1.0,Suspicious
72.83,33694.89,3.45,0.86,2,0.9,Suspicious
439.25,19021.21,7.47,0.62,3,0.1,Normal
455.38,3988.07,8.84,0.89,4,0.03,Normal
1095.81,328096.74,334.84,0.62,3,0.03,Priority
412.1,1533.27,3.63,0.92,2,0.12,Normal
844.94,43818.45,3.4,0.93,5,0.07,Normal
70.0,17806.13,2.39,0.91,1,0.81,Suspicious
1105.75,710914.37,139.07,0.96,2,0.02,Priority
170.14,56013.73,0.23,0.45,76,0.47,Suspicious
1277.5,182027.89,108.53,0.69,3,0.02,Priority
191.09,55927.08,0.08,0.42,75,0.48,Suspicious
1353.75,253212.7,119.35,0.91,2,0.03,Priority
271.66,20638.33,3588.43,0.12,1,0.04,Priority
1002.47,31186.68,0.7,0.7,2,0.11,Normal
69.37,5515.37,1.72,0.86,1,0.93,Suspicious
1368.53,141566.82,43.62,0.51,2,0.03,Priority
1295.29,47756.78,7.53,0.61,3,0.14,Normal
1448.5,135982.55,197.94,0.66,3,0.04,Priority
1039.49,236098.92,338.15,0.76,1,0.01,Priority
1030.58,824225.09,267.88,0.96,1,0.04,Priority
75.58,32737.08,1.92,0.86,1,0.91,Suspicious
63.35,1711.34,1.0,0.54,49,0.8,Suspicious
568.75,58131.29,4.58,0.93,4,0.09,Normal
977.02,976050.48,239.96,1.0,1,0.03,Priority
1147.46,188325.48,401.86,0.57,1,0.03,Priority
813.4,119065.68,146.15,0.95,1,0.03,Priority
69.67,70639.61,0.45,0.31,57,0.49,Suspicious
68.53,21321.41,0.19,0.33,61,0.32,Suspicious
115.15,26782.36,0.47,0.39,34,0.6,Suspicious
1190.57,15333.78,9.09,0.63,5,0.13,Normal
179.93,40295.67,3157.54,0.16,2,0.03,Priority
1200.58,168388.65,453.64,0.74,1,0.04,Priority
1073.65,466996.76,90.47,0.71,3,0.04,Priority
1403.16,984430.4,272.51,1.0,1,0.03,Priority
1138.89,157861.95,501.02,0.8,3,0.04,Priority
98.29,880.45,0.51,0.63,64,0.77,Suspicious
584.04,45630.61,4.79,0.68,2,0.14,Normal
487.87,41301.73,5.85,0.81,4,0.09,Normal
44.26,35717.96,1.11,0.89,1,0.89,Suspicious
56.81,49295.92,4.01,0.97,1,0.99,Suspicious
117.03,590.08,0.55,0.37,25,0.55,Suspicious
101.78,93922.26,3117.26,0.26,1,0.03,Priority
758.62,1541.32,7.64,0.8,5,0.15,Normal
62.77,15181.99,0.3,0.32,18,0.44,Suspicious
43.91,1347.16,0.03,0.38,88,0.85,Suspicious
1286.1,274817.51,40.59,0.95,1,0.04,Priority
1403.05,419170.93,19.15,0.92,1,0.03,Priority
1368.55,406770.58,211.15,0.63,2,0.05,Priority
1248.62,90388.01,567.71,0.72,2,0.03,Priority
108.71,86861.27,419.48,0.31,2,0.04,Priority
1171.22,14457.92,9.23,0.81,1,0.04,Normal
818.61,51161.35,9.33,0.81,4,0.07,Normal
1137.25,26230.02,1.33,0.79,1,0.04,Normal
164.44,69698.47,0.16,0.3,48,0.62,Suspicious
881.99,5157.18,2.85,0.71,3,0.12,Normal
1159.28,236881.02,253.22,0.8,3,0.02,Priority
94.43,193.48,0.07,0.36,97,0.67,Suspicious
92.71,40577.09,0.48,0.25,61,0.44,Suspicious
515.16,35699.44,6.7,0.67,5,0.09,Normal
53.45,59284.9,0.25,0.15,85,0.49,Suspicious
1361.67,38462.64,7.57,0.66,2,0.03,Normal
1055.51,3348.03,6.02,0.9,5,0.08,Normal
56.42,27679.19,4.85,0.95,2,0.72,Suspicious
1070.96,2139.79,5.07,0.81,3,0.11,Normal
1124.83,304085.21,392.16,0.59,3,0.02,Priority
725.42,6589.6,9.76,0.7,5,0.04,Normal
883.18,50455.59,3.68,0.9,2,0.04,Normal
1485.52,258517.96,53.13,0.63,3,0.02,Priority
568.14,58353.66,6.21,0.94,1,0.05,Normal
522.63,26574.36,4.03,0.93,1,0.02,Normal
1162.32,29399.99,6.83,0.91,4,0.02,Normal
40.11,21456.52,1.12,0.95,2,0.73,Suspicious
168.45,23044.13,0.41,0.26,88,0.34,Suspicious
818.01,178993.48,57.8,0.95,2,0.01,Priority
153.91,65008.09,0.39,0.15,27,0.4,Suspicious
939.52,30976.35,1.09,0.73,1,0.1,Normal
1221.92,23142.59,7.2,0.74,4,0.07,Normal
50.98,13106.36,3.7,0.96,2,0.82,Suspicious
1387.25,753605.1,285.97,0.96,2,0.03,Priority
826.07,33333.91,5.26,0.72,2,0.12,Normal
45.61,890.86,0.4,0.52,77,0.85,Suspicious
1395.65,311600.43,91.46,0.95,1,0.02,Priority
1432.53,216649.36,213.69,0.63,3,0.04,Priority
76.21,1764.66,0.4,0.56,130,0.88,Suspicious
1470.74,256432.7,112.33,0.7,3,0.04,Priority
109.65,307.44,0.22,0.69,189,0.68,Suspicious
97.08,1373.6,0.04,0.37,117,0.89,Suspicious
628.08,13510.65,6.15,0.74,5,0.14,Normal
1009.94,55546.83,7.88,0.81,5,0.08,Normal
420.99,10200.26,7.84,0.87,1,0.04,Normal
79.55,8241.2,0.7,0.87,2,0.88,Suspicious
47.73,50843.78,0.1,0.25,81,0.54,Suspicious
164.25,44408.02,3016.36,0.35,1,0.01,Priority
1280.32,470627.87,272.45,0.96,1,0.01,Priority
1149.53,304459.05,60.48,0.93,1,0.01,Priority
51.49,21697.21,1.98,0.91,1,0.93,Suspicious
108.93,293.61,0.31,0.5,96,0.53,Suspicious
714.55,34105.5,5.38,0.89,4,0.1,Normal
1033.93,981924.02,132.57,0.97,2,0.03,Priority
1176.88,47437.1,6.27,0.89,5,0.07,Normal
61.01,25767.18,4.82,0.88,1,0.9,Suspicious
947.21,818841.07,31.38,0.97,1,0.03,Priority
213.36,25316.55,3289.48,0.24,2,0.04,Priority
1255.34,40833.49,1.79,0.67,4,0.03,Normal
73.27,17389.32,3.47,0.91,1,0.74,Suspicious
1190.18,36751.64,9.27,0.83,4,0.13,Normal
1469.99,815719.58,28.86,0.97,2,0.03,Priority
419.04,44214.82,9.34,0.83,1,0.1,Normal
711.5,14457.24,3.24,0.67,4,0.06,Normal
107.75,59476.16,0.19,0.3,51,0.56,Suspicious
835.51,35057.73,7.41,0.88,3,0.1,Normal
1359.42,254538.56,282.37,0.53,1,0.05,Priority
92.95,539.96,0.3,0.31,148,0.65,Suspicious
1001.1,59431.35,3.32,0.93,1,0.15,Normal
102.82,72982.9,1169.18,0.24,1,0.04,Priority
115.58,701.45,0.34,0.64,103,0.89,Suspicious
243.15,69512.22,1713.4,0.13,2,0.02,Priority
1096.99,18371.42,5.53,0.82,3,0.15,Normal
1089.78,9492.57,5.99,0.66,4,0.06,Normal
70.65,19211.96,3.29,0.86,2,0.84,Suspicious
117.92,1200.83,0.33,0.43,39,0.75,Suspicious
505.51,41301.1,6.64,0.93,2,0.05,Normal
47.27,38092.55,1.4,0.94,2,0.86,Suspicious
